Age,Gender,Education,Income Level,Emp Experience,Home Ownership,Loan Amount,Loan Intent,Interest Rate,Credit Score
25,female,Bachelor,91000,1,Rent,4000,Personal,11.49,635
22,male,Bachelor,49000,0,Mortgage,5000,Medical,6.03,610
22,female,Master,42000,0,Mortgage,4500,Medical,11.71,636
25,male,Bachelor,49000,4,Mortgage,2100,Education,6.03,580
23,male,High School,49000,3,Mortgage,5000,Venture,6.62,596
24,male,High School,49000,0,Mortgage,7500,Medical,12.42,577
23,female,Bachelor,49000,1,Mortgage,6000,Personal,11.01,686
22,male,High School,94000,0,Rent,4000,Personal,11.71,596
22,female,Bachelor,96000,0,Rent,4000,Medical,11.01,676
24,male,High School,49000,0,Mortgage,5400,Education,12.42,612
25,male,Bachelor,97000,1,Rent,4000,Debt Settlement,10.59,675
22,male,Associate,49000,0,Mortgage,10000,Education,6.03,714
23,female,Master,97000,4,Rent,4000,Education,14.46,636
22,male,Master,97000,1,Rent,4000,Education,11.12,692
22,female,Associate,49000,2,Mortgage,6700,Medical,10.65,610
24,female,Master,100000,4,Rent,4000,Debt Settlement,12.53,631
26,female,Bachelor,100000,3,Rent,4000,Education,13.48,708
26,male,Associate,42000,6,Mortgage,5500,Education,10.65,534
23,female,Bachelor,111000,0,Rent,4000,Education,5.42,673
24,male,Associate,112000,3,Rent,4000,Medical,5.42,687
24,male,High School,115000,3,Rent,4000,Education,7.9,624
23,male,Master,115000,1,Rent,4000,Education,11.49,613
23,male,Bachelor,49000,0,Own,15000,Venture,12.42,491
24,female,High School,49000,0,Mortgage,6400,Education,9.91,639
26,female,Bachelor,118000,5,Rent,4000,Venture,9.32,617
22,male,Bachelor,49000,0,Mortgage,7500,Medical,7.51,667
23,male,Bachelor,106000,4,Rent,4000,Home Renovate,7.14,673
24,male,Master,49000,0,Mortgage,4500,Debt Settlement,6.62,649
22,male,Bachelor,49000,0,Mortgage,2000,Debt Settlement,7.9,657
21,female,Associate,49000,0,Own,2500,Education,14.27,620
26,male,Associate,42000,6,Mortgage,4000,Medical,17.58,649
26,female,Associate,157000,4,Rent,4000,Education,10.99,575
24,female,High School,142000,1,Rent,4000,Debt Settlement,10.51,599
26,female,Bachelor,158000,1,Rent,4000,Home Renovate,12.84,628
21,male,Bachelor,49000,0,Mortgage,5000,Personal,6.62,537
26,female,Master,191000,4,Rent,4000,Home Renovate,14.84,670
24,female,Associate,19000,4,Rent,4200,Debt Settlement,13.11,542
24,female,High School,20000,4,Rent,4200,Debt Settlement,11.01,554
21,female,Master,24000,0,Rent,4200,Home Renovate,11.01,669
23,female,Bachelor,26000,0,Rent,4200,Education,11.01,644
24,male,Bachelor,49000,1,Mortgage,10000,Venture,9.91,619
23,female,Bachelor,26000,0,Rent,4200,Personal,15.23,567
22,male,Master,28000,1,Rent,4200,Personal,15.2,658
23,female,Master,49000,1,Mortgage,4000,Medical,7.51,698
23,male,Associate,29000,4,Rent,4200,Medical,11.01,713
25,female,Associate,31000,4,Rent,4200,Personal,14.26,592
24,male,High School,32000,2,Rent,4200,Personal,16,665
22,female,High School,35000,0,Rent,4200,Medical,9.91,589
25,male,Bachelor,49000,4,Mortgage,8000,Home Renovate,11.01,687
26,male,Master,36000,1,Rent,4200,Debt Settlement,11.01,580
26,female,Bachelor,37000,3,Rent,4200,Personal,9.91,691
26,female,Associate,37000,5,Rent,4200,Education,16.49,621
25,female,High School,37000,0,Rent,4200,Medical,15.99,638
25,male,Associate,15000,4,Rent,4350,Debt Settlement,12.98,590
23,male,Bachelor,49000,0,Own,2000,Venture,11.01,694
22,female,Associate,27000,3,Rent,4350,Medical,11.54,651
23,female,Master,49000,2,Own,7500,Venture,5.42,688
22,female,Master,37000,0,Rent,4350,Education,6.03,589
23,female,Bachelor,49000,3,Own,5000,Medical,8.49,676
23,female,Bachelor,49000,4,Mortgage,4000,Venture,9.99,622
26,male,Associate,49000,3,Mortgage,2200,Medical,8.49,653
25,female,Master,49000,1,Mortgage,3600,Medical,7.49,655
24,female,Bachelor,18000,0,Rent,4375,Debt Settlement,11.01,662
23,female,Bachelor,49000,0,Mortgage,4000,Personal,10.99,638
26,female,Master,49000,2,Mortgage,6000,Home Renovate,11.99,591
26,male,Bachelor,19000,8,Rent,4375,Debt Settlement,12.69,645
24,male,Master,21000,0,Rent,4375,Debt Settlement,9.99,578
24,male,Master,28000,6,Rent,4375,Home Renovate,16.4,607
26,female,Bachelor,30000,5,Rent,4375,Medical,5.79,538
23,female,Bachelor,61000,3,Rent,4375,Debt Settlement,8.49,613
22,male,High School,18000,0,Rent,4400,Home Renovate,19.91,581
22,male,Master,24000,0,Rent,4400,Personal,11.49,647
21,male,High School,25000,0,Rent,4400,Personal,6.91,653
24,female,Associate,31000,1,Rent,4400,Debt Settlement,6.76,639
21,female,High School,49000,1,Mortgage,2000,Education,12.99,624
22,male,High School,40000,4,Rent,4400,Personal,8.49,628
23,male,Associate,49000,1,Mortgage,5000,Medical,5.42,644
23,male,High School,49000,2,Mortgage,6000,Education,14.79,658
26,female,Master,49000,8,Mortgage,7200,Education,7.49,705
22,female,High School,42000,0,Mortgage,15000,Venture,15.99,531
23,male,Associate,46000,1,Rent,4400,Venture,11.71,586
23,female,Associate,52000,3,Rent,4400,Medical,11.99,605
22,female,Associate,49000,3,Mortgage,5000,Debt Settlement,12.99,597
24,male,Bachelor,60000,3,Rent,4400,Debt Settlement,16.77,636
22,female,Associate,73000,0,Rent,4400,Education,15.23,551
24,male,Master,87000,2,Rent,4400,Personal,11.01,603
24,male,Associate,97000,1,Rent,4400,Education,19.03,536
23,male,High School,49000,0,Mortgage,13000,Venture,9.99,653
26,male,Bachelor,116000,1,Rent,4400,Debt Settlement,13.8,627
24,male,High School,42000,2,Rent,4450,Personal,11.49,642
24,male,Associate,52000,1,Rent,4450,Debt Settlement,9.32,525
22,female,Associate,49000,1,Mortgage,5400,Personal,7.42,485
22,male,High School,49000,0,Mortgage,14000,Education,7.49,627
22,male,High School,18000,3,Rent,4500,Education,7.88,699
25,female,Associate,49000,2,Mortgage,4500,Personal,10.99,556
25,male,Master,49000,3,Mortgage,3500,Debt Settlement,13.49,664
24,female,Associate,49000,0,Mortgage,3200,Venture,10.99,554
23,female,High School,20000,0,Rent,4500,Venture,5.99,636
25,female,Bachelor,19000,0,Rent,4500,Personal,7.51,545
22,male,Master,49000,0,Mortgage,7500,Debt Settlement,11.49,673
24,male,Master,49000,1,Own,2800,Education,8.49,602
25,female,High School,22000,1,Rent,4500,Personal,13.99,649
25,male,Associate,49000,3,Own,11000,Medical,8.49,708
23,female,Master,23000,0,Rent,4500,Venture,7.49,692
24,female,Master,49000,3,Mortgage,15000,Home Renovate,7.49,608
24,male,High School,49000,1,Mortgage,3000,Debt Settlement,11.99,690
23,female,Bachelor,49000,3,Mortgage,13200,Medical,11.01,617
23,male,Associate,49000,1,Mortgage,2000,Medical,10.99,632
21,male,Master,23000,1,Rent,4500,Personal,10.38,670
24,female,High School,49000,4,Mortgage,2500,Home Renovate,9.99,622
23,female,Master,23000,0,Rent,4500,Debt Settlement,12.21,712
24,male,Bachelor,23000,1,Rent,4500,Education,8.94,639
24,male,Associate,49000,0,Mortgage,10000,Debt Settlement,5.79,687
25,female,Master,23000,3,Rent,4500,Education,13.61,596
26,male,High School,49000,3,Own,4300,Medical,10.74,660
21,female,Associate,25000,2,Rent,4500,Personal,13.49,595
24,male,High School,49000,1,Mortgage,2125,Medical,11.11,548
21,male,Bachelor,25000,0,Rent,4500,Medical,8,632
21,male,Associate,26000,0,Rent,4500,Personal,10.99,622
25,male,High School,26000,3,Rent,4500,Debt Settlement,9.62,585
25,female,Master,26000,4,Rent,4500,Education,16.45,625
22,male,Bachelor,49000,0,Mortgage,10850,Personal,7.66,681
23,female,High School,27000,0,Rent,4500,Education,15.65,619
23,male,High School,29000,2,Rent,4500,Medical,17.99,584
23,female,Associate,42000,0,Mortgage,4000,Education,14.17,659
23,male,Bachelor,49000,0,Mortgage,7200,Personal,11.11,528
21,male,Master,30000,0,Rent,4500,Education,9.62,683
26,male,Associate,30000,6,Rent,4500,Medical,12.42,717
24,male,Master,49000,2,Mortgage,5000,Debt Settlement,11.11,635
26,male,Bachelor,30000,3,Rent,4500,Venture,5.79,593
22,male,Associate,30000,0,Rent,4500,Education,11.49,648
25,male,High School,49000,2,Mortgage,4000,Home Renovate,7.29,668
22,male,Associate,31000,0,Rent,4500,Debt Settlement,8.94,670
23,male,Bachelor,32000,2,Rent,4500,Medical,9.99,588
23,male,Bachelor,32000,0,Rent,4500,Medical,8.49,667
25,male,Associate,38000,1,Rent,4500,Venture,6.92,656
24,male,Bachelor,39000,2,Rent,4500,Medical,7.29,580
23,female,Bachelor,40000,3,Rent,4500,Education,7.49,639
22,female,Bachelor,49000,0,Mortgage,4800,Education,5.42,595
22,female,Bachelor,41000,0,Rent,4500,Personal,7.88,681
23,male,High School,41000,0,Rent,4500,Debt Settlement,15.05,649
21,female,Associate,49000,0,Mortgage,8000,Debt Settlement,6.92,668
22,male,Master,43000,0,Rent,4500,Venture,14.27,629
23,female,High School,43000,2,Rent,4500,Personal,10.59,657
24,male,Bachelor,43000,0,Rent,4500,Medical,12.87,652
22,male,High School,49000,0,Mortgage,8000,Medical,10.74,628
23,female,Associate,49000,1,Mortgage,14000,Venture,11.01,521
21,female,High School,44000,0,Rent,4500,Education,6.62,603
26,female,High School,49000,3,Mortgage,16000,Medical,11.01,542
26,male,Associate,42000,4,Mortgage,12250,Personal,6.91,597
22,male,Bachelor,44000,0,Rent,4500,Education,6.17,495
24,male,Bachelor,44000,0,Rent,4500,Venture,7.14,667
22,female,Associate,49000,0,Own,6000,Medical,9.25,619
22,male,Associate,46000,0,Rent,4500,Venture,11.03,517
23,male,High School,49000,1,Mortgage,7000,Medical,8.88,627
24,male,High School,46000,1,Rent,4500,Personal,5.42,636
24,female,High School,49000,4,Own,6900,Personal,6.91,641
22,male,Associate,40000,0,Rent,4500,Medical,9.63,536
24,female,High School,47000,4,Rent,4500,Medical,10.83,638
23,male,Associate,47000,1,Rent,4500,Education,7.88,659
24,female,Master,42000,3,Mortgage,7000,Debt Settlement,14.09,578
24,female,Master,48000,2,Rent,4500,Venture,10.99,694
22,female,Bachelor,49000,0,Rent,4500,Education,13.43,649
22,female,High School,49000,0,Rent,4500,Education,7.66,599
26,female,Master,49000,2,Rent,4500,Medical,7.74,634
25,female,Master,49000,1,Own,12000,Education,14.83,681
24,male,Bachelor,49000,3,Rent,4500,Medical,12.84,636
22,female,Bachelor,49000,1,Mortgage,4000,Venture,10.36,680
24,male,Associate,42000,2,Rent,4500,Education,14.84,618
23,female,Bachelor,50000,0,Rent,4500,Personal,12.99,623
25,female,Associate,49000,6,Mortgage,5000,Medical,12.61,540
21,male,Master,44000,0,Rent,4500,Venture,17.27,548
24,male,High School,49000,0,Mortgage,3500,Medical,8.88,630
26,male,High School,49000,4,Mortgage,5300,Home Renovate,5.42,640
21,male,High School,51000,0,Rent,4500,Debt Settlement,6.03,625
22,female,High School,51000,0,Rent,4500,Debt Settlement,11.49,639
21,female,Master,49000,0,Mortgage,6000,Debt Settlement,5.79,543
26,male,Bachelor,51000,5,Rent,4500,Personal,7.66,655
25,male,Associate,53000,3,Rent,4500,Medical,6.76,628
25,female,Associate,54000,3,Rent,4500,Debt Settlement,5.99,671
26,male,Master,54000,4,Rent,4500,Medical,7.74,704
23,female,High School,55000,0,Rent,4500,Venture,9.25,653
21,male,High School,50000,0,Rent,4500,Debt Settlement,13.49,588
22,female,Associate,49000,0,Mortgage,4800,Personal,11.01,635
26,male,High School,59000,5,Rent,4500,Debt Settlement,11.11,627
23,female,Bachelor,60000,0,Rent,4500,Debt Settlement,12.21,559
22,female,High School,54000,1,Rent,4500,Personal,14.46,641
22,male,Associate,54000,1,Rent,4500,Personal,5.79,624
21,male,High School,49000,0,Mortgage,2500,Medical,6.76,563
24,female,Bachelor,49000,0,Own,1000,Venture,6.76,602
23,male,Associate,64000,2,Rent,4500,Education,6.76,661
24,female,High School,66000,2,Rent,4500,Personal,7.14,592
26,female,Bachelor,49000,3,Own,10000,Home Renovate,11.86,630
22,male,Associate,59000,0,Rent,4500,Home Renovate,9.76,450
22,male,Associate,42000,0,Mortgage,7750,Personal,15.21,541
26,female,Associate,66000,1,Rent,4500,Medical,11.01,585
23,male,Bachelor,49000,1,Mortgage,4000,Personal,7.14,524
24,male,High School,49000,0,Own,2000,Personal,14.35,640
24,female,Associate,67000,1,Rent,4500,Debt Settlement,7.9,649
23,female,Master,67000,0,Rent,4500,Venture,8.49,602
22,female,Associate,67000,1,Rent,4500,Debt Settlement,6.76,530
24,male,Associate,49000,2,Mortgage,15250,Venture,13.98,543
24,male,Bachelor,49000,3,Mortgage,8000,Venture,11.01,613
26,female,Bachelor,71000,1,Rent,4500,Medical,6.03,603
23,male,Bachelor,72000,4,Rent,4500,Medical,12.68,683
25,male,Master,49000,5,Own,8000,Education,10.38,700
23,male,Associate,65000,0,Rent,4500,Home Renovate,8.49,542
23,male,Associate,66000,1,Rent,4500,Education,11.01,661
23,male,Associate,75000,3,Rent,4500,Venture,12.42,574
22,male,High School,49000,0,Mortgage,8100,Personal,7.14,467
25,male,High School,73000,4,Rent,4500,Home Renovate,10.99,596
23,male,Bachelor,49000,0,Mortgage,4000,Education,6.39,554
24,male,Bachelor,90000,2,Rent,4500,Personal,12.18,612
25,male,Master,96000,3,Rent,4500,Education,8.63,644
25,female,High School,97000,1,Rent,4500,Venture,13.06,606
25,female,Associate,100000,1,Rent,4500,Debt Settlement,7.42,656
25,male,Bachelor,102000,2,Rent,4500,Home Renovate,12.18,669
24,male,Bachelor,105000,1,Rent,4500,Venture,11.01,600
24,male,Master,49000,1,Mortgage,10500,Venture,11.36,614
24,male,High School,49000,0,Mortgage,10000,Personal,9.88,589
21,male,Associate,49000,0,Own,5600,Venture,10.25,654
25,male,High School,167000,5,Rent,4500,Education,13.43,668
23,female,Master,26000,0,Rent,4550,Education,13.72,579
21,male,Master,42000,0,Mortgage,10000,Education,10.62,714
22,female,Master,37000,0,Rent,4550,Debt Settlement,12.84,647
23,male,Bachelor,52000,0,Rent,4550,Education,15.23,674
26,male,Bachelor,157000,2,Rent,4550,Home Renovate,13.57,690
21,male,High School,30000,0,Rent,4600,Education,13.99,461
23,female,High School,34000,0,Rent,4600,Medical,6.03,613
26,male,High School,49000,3,Mortgage,6000,Medical,10.62,659
21,male,Master,35000,3,Rent,4600,Personal,11.01,668
24,male,Bachelor,37000,1,Rent,4600,Medical,11.01,657
22,male,Bachelor,49000,2,Mortgage,4750,Venture,11.01,585
23,male,High School,40000,0,Rent,4600,Education,11.71,597
23,female,Master,49000,0,Rent,4600,Venture,10.59,669
25,female,Bachelor,49000,4,Mortgage,10000,Debt Settlement,7.14,654
23,female,High School,57000,0,Rent,4600,Education,11.01,644
21,female,Bachelor,49000,0,Mortgage,9000,Medical,7.51,563
25,female,Associate,49000,2,Mortgage,4750,Debt Settlement,11.01,682
26,female,High School,54000,1,Rent,4600,Debt Settlement,13.99,628
21,female,Bachelor,63000,0,Rent,4600,Personal,8.59,646
21,female,Bachelor,49000,0,Mortgage,8000,Education,11.01,618
23,female,Master,64000,2,Rent,4600,Personal,14.96,600
26,female,Bachelor,65000,4,Rent,4600,Debt Settlement,15.62,633
24,male,High School,49000,3,Mortgage,4000,Debt Settlement,7.14,543
23,female,Bachelor,49000,1,Mortgage,12000,Education,9.88,666
25,male,Master,42000,3,Mortgage,5800,Home Renovate,13.48,632
22,male,Bachelor,49000,0,Mortgage,4000,Education,12.73,695
24,male,High School,89000,3,Rent,4600,Medical,9.99,656
24,female,High School,121000,3,Rent,4600,Education,8.49,681
22,male,High School,49000,3,Own,6400,Venture,14.22,649
24,male,High School,28000,2,Rent,4650,Medical,9.99,688
24,male,Bachelor,49000,2,Mortgage,15000,Debt Settlement,9.88,648
24,female,High School,49000,5,Mortgage,10000,Venture,11.83,638
21,female,High School,39000,1,Rent,4650,Venture,9.32,638
22,male,Associate,59000,0,Rent,4650,Medical,10.99,621
24,female,High School,39000,2,Rent,4700,Venture,8.94,644
25,female,Associate,49000,6,Rent,4700,Medical,12.09,593
24,male,Bachelor,49000,0,Own,9000,Home Renovate,8.94,677
23,male,Bachelor,50000,0,Rent,4700,Personal,7.9,637
26,female,High School,49000,7,Mortgage,1750,Venture,11.83,634
24,female,Associate,55000,0,Rent,4700,Debt Settlement,10.96,617
26,female,Bachelor,25000,3,Rent,4725,Medical,11.22,664
26,male,High School,34000,7,Rent,4725,Medical,6.54,613
24,female,Master,49000,0,Own,7500,Home Renovate,13.22,616
24,male,Associate,15000,0,Rent,4750,Education,10.75,587
21,male,Bachelor,17000,0,Rent,4750,Personal,12.73,678
22,male,Associate,18000,0,Rent,4750,Personal,14.61,642
26,male,Bachelor,18000,5,Rent,4750,Debt Settlement,10.25,637
23,male,High School,19000,1,Rent,4750,Education,11.11,637
21,male,High School,49000,0,Mortgage,9000,Education,11.14,623
26,female,Associate,19000,5,Rent,4750,Personal,8.49,624
25,male,High School,19000,3,Rent,4750,Personal,13.85,634
22,female,Associate,20000,0,Rent,4750,Education,13.16,687
23,female,Bachelor,49000,1,Own,12000,Venture,11.14,655
22,male,Bachelor,26000,0,Rent,4750,Debt Settlement,11.49,692
25,male,High School,25000,3,Rent,4750,Venture,12.98,592
24,female,High School,49000,1,Mortgage,3400,Debt Settlement,7.4,664
22,female,Associate,26000,0,Rent,4750,Education,11.01,623
25,male,Master,30000,1,Rent,4750,Medical,10.38,588
24,male,Master,30000,2,Rent,4750,Debt Settlement,10.62,705
21,female,Bachelor,32000,1,Rent,4750,Personal,12.23,632
24,female,Bachelor,42000,3,Mortgage,10000,Personal,15.31,641
24,male,Associate,36000,4,Rent,4750,Education,11.01,671
22,male,Bachelor,49000,0,Own,6000,Education,11.48,637
24,male,High School,49000,5,Mortgage,3000,Education,15.65,588
23,male,Bachelor,49000,0,Mortgage,4000,Education,11.48,572
22,male,Associate,17000,0,Rent,4800,Medical,12.53,522
21,female,High School,19000,0,Rent,4800,Venture,8.49,666
24,female,Associate,19000,1,Rent,4800,Personal,16.95,589
21,male,Bachelor,20000,0,Rent,4800,Medical,15.37,639
22,male,Associate,25000,0,Rent,4800,Debt Settlement,10.99,681
26,male,Bachelor,25000,3,Rent,4800,Debt Settlement,7.49,623
24,female,High School,25000,3,Rent,4800,Medical,11.14,654
24,female,Master,49000,4,Mortgage,5000,Venture,8.59,676
22,female,Master,49000,0,Mortgage,7000,Debt Settlement,9.32,532
23,male,Bachelor,26000,0,Rent,4800,Personal,11.01,677
26,female,Associate,49000,4,Mortgage,10750,Venture,12.84,619
23,female,Associate,49000,4,Mortgage,3500,Education,12.21,657
22,female,Bachelor,26000,0,Rent,4800,Medical,10.75,686
26,female,Master,26000,4,Rent,4800,Venture,7.75,655
22,male,Bachelor,27000,0,Rent,4800,Medical,13.49,559
21,male,Bachelor,28000,1,Rent,4800,Medical,7.88,679
26,female,Associate,49000,3,Mortgage,3250,Venture,8,656
21,male,Bachelor,42000,1,OTHER,9600,Venture,15.68,648
23,female,Associate,29000,0,Rent,4800,Education,6.17,681
22,female,Bachelor,29000,4,Rent,4800,Debt Settlement,11.86,670
22,male,Master,49000,0,Mortgage,10000,Personal,11.01,641
22,male,Master,30000,0,Rent,4800,Education,7.49,598
26,male,Master,30000,3,Rent,4800,Education,11.01,656
22,male,Associate,31000,0,Rent,4800,Medical,10.65,448
25,female,High School,33000,0,Rent,4800,Personal,10.65,535
22,male,Bachelor,32000,0,Rent,4800,Medical,10.99,676
24,female,Bachelor,32000,3,Rent,4800,Education,13.35,648
23,male,Associate,33000,2,Rent,4800,Personal,11.01,552
21,male,Bachelor,33000,0,Rent,4800,Debt Settlement,13.49,621
21,male,Associate,33000,0,Rent,4800,Education,7.51,525
22,female,Master,49000,0,Mortgage,8000,Personal,16,720
21,male,High School,34000,0,Rent,4800,Personal,6.62,598
26,female,Doctorate,35000,4,Rent,4800,Medical,9.25,691
22,male,Master,35000,0,Rent,4800,Medical,12.99,695
25,male,High School,42000,4,Mortgage,3000,Home Renovate,10.51,642
22,female,Master,36000,0,Rent,4800,Education,11.99,648
23,male,High School,49000,5,Mortgage,1200,Venture,10.83,655
24,male,Bachelor,37000,2,Rent,4800,Education,6.99,684
23,female,High School,37000,3,Rent,4800,Education,7.49,680
24,male,High School,37000,0,Rent,4800,Venture,11.49,606
24,male,High School,37000,1,Rent,4800,Education,13.35,610
23,male,Bachelor,37000,0,Rent,4800,Education,11.01,652
26,female,Associate,49000,3,Mortgage,5200,Venture,10.08,685
25,female,High School,37000,3,Rent,4800,Debt Settlement,11.22,677
24,male,Associate,49000,1,Own,1000,Medical,7.37,645
22,male,Bachelor,49000,0,Mortgage,5000,Medical,7.68,681
22,female,Master,39000,2,Rent,4800,Venture,10.37,614
24,female,Associate,39000,2,Rent,4800,Medical,10.59,660
22,male,Associate,39000,0,Rent,4800,Debt Settlement,16.49,621
22,male,Master,40000,2,Rent,4800,Debt Settlement,11.11,661
25,female,Master,39000,0,Rent,4800,Education,7.14,674
22,female,Bachelor,49000,0,Mortgage,8000,Debt Settlement,9.76,686
22,male,Associate,40000,0,Rent,4800,Education,13.61,689
23,male,Bachelor,40000,0,Rent,4800,Venture,11.99,619
26,male,Bachelor,41000,5,Rent,4800,Education,12.69,616
22,male,Bachelor,41000,0,Rent,4800,Medical,7.49,475
22,male,Associate,49000,0,Mortgage,13025,Education,10.14,648
26,male,Master,49000,5,Own,15000,Medical,9.64,721
24,female,Associate,41000,2,Rent,4800,Medical,14.91,584
24,male,High School,49000,1,Own,5000,Medical,11.86,606
23,male,Associate,42000,3,Mortgage,2525,Debt Settlement,13.12,545
23,male,Master,40000,0,Rent,4800,Debt Settlement,14.54,715
25,female,Associate,42000,3,Mortgage,15450,Venture,11.22,687
24,female,Master,41000,4,Rent,4800,Medical,11.86,658
26,male,Associate,43000,6,Rent,4800,Debt Settlement,8.9,694
22,male,High School,49000,0,Mortgage,6000,Venture,9.91,640
22,female,Master,43000,1,Rent,4800,Education,5.42,643
25,male,High School,43000,4,Rent,4800,Venture,11.14,621
25,male,Associate,43000,2,Rent,4800,Medical,10.28,619
23,female,High School,49000,2,OTHER,10000,Education,12.72,583
24,male,High School,49000,4,Mortgage,5000,Home Renovate,7.14,632
22,female,Bachelor,37000,3,Rent,4800,Personal,11.01,586
23,male,Associate,44000,0,Rent,4800,Personal,11.11,636
21,female,High School,49000,1,Mortgage,7200,Medical,7.88,592
25,male,High School,37000,3,Rent,4800,Home Renovate,15.95,614
26,female,Associate,49000,1,Mortgage,7000,Personal,7.4,603
22,male,Bachelor,49000,1,Mortgage,6625,Debt Settlement,15.23,625
26,male,Master,49000,0,Mortgage,10000,Education,11.86,694
23,female,High School,49000,0,Mortgage,5000,Education,7.68,463
25,male,Master,47000,4,Rent,4800,Medical,11.71,666
22,male,Associate,40000,0,Rent,4800,Personal,13.98,687
22,female,Bachelor,47000,0,Rent,4800,Education,13.8,676
26,male,High School,49000,5,Rent,4800,Education,12.99,628
22,male,Associate,50000,0,Mortgage,11500,Medical,11.83,650
24,female,Bachelor,50000,0,Rent,4800,Medical,13.85,698
22,female,High School,51000,0,Rent,4800,Education,11.89,602
25,male,Master,50000,0,Mortgage,6500,Home Renovate,9.63,661
22,male,Associate,51000,0,Rent,4800,Education,12.99,591
22,male,High School,51000,0,Rent,4800,Debt Settlement,14.35,599
25,female,Associate,51000,3,Rent,4800,Debt Settlement,13.22,524
22,female,Master,53000,0,Rent,4800,Personal,11.03,639
22,female,Associate,50000,2,Mortgage,6250,Venture,11.01,646
26,female,Doctorate,55000,3,Rent,4800,Education,14.65,656
25,female,High School,55000,0,Rent,4800,Education,7.51,544
26,male,Bachelor,55000,8,Rent,4800,Medical,5.42,534
23,female,Bachelor,48000,0,Rent,4800,Personal,17.99,672
26,male,High School,50000,4,Mortgage,3500,Home Renovate,7.14,691
26,female,Bachelor,50000,2,Mortgage,10000,Personal,13.48,677
26,male,Associate,55000,3,Rent,4800,Personal,13.06,656
22,male,High School,50000,0,Mortgage,17050,Education,11.01,667
21,female,Master,55000,0,Rent,4800,Venture,7.51,601
23,male,Associate,55000,4,Rent,4800,Personal,13.98,644
23,male,Bachelor,55000,1,Rent,4800,Education,13.22,689
25,male,Bachelor,55000,4,Rent,4800,Personal,9.45,616
26,male,Bachelor,55000,4,Rent,4800,Venture,9.25,549
24,male,Associate,56000,4,Rent,4800,Debt Settlement,7.49,573
24,male,High School,56000,0,Rent,4800,Personal,8.9,537
24,female,Bachelor,50000,4,Mortgage,8000,Medical,11.99,590
22,male,Bachelor,50000,0,Mortgage,7975,Personal,5.79,596
25,female,Bachelor,50000,2,Mortgage,9700,Medical,9.63,538
21,male,Associate,58000,0,Rent,4800,Debt Settlement,7.9,525
23,male,Master,50000,0,Mortgage,10400,Medical,10,605
23,female,High School,58000,0,Rent,4800,Venture,7.9,628
24,male,High School,50000,2,Mortgage,1200,Education,11.01,649
26,male,Associate,51000,4,Rent,4800,Venture,14.27,567
23,female,High School,50000,1,Own,21000,Medical,6.17,635
24,male,High School,51000,1,Rent,4800,Education,15.23,517
22,male,High School,50000,0,Own,10000,Venture,12.61,593
23,male,Associate,58000,0,Rent,4800,Medical,5.42,681
25,male,Associate,50000,1,Mortgage,8000,Home Renovate,5.79,646
22,female,Master,59000,0,Rent,4800,Debt Settlement,12.98,675
24,female,Bachelor,50000,2,Own,14400,Venture,14.35,569
25,female,High School,59000,0,Rent,4800,Medical,11.01,666
26,female,Associate,50000,4,Mortgage,7500,Personal,7.88,583
24,male,High School,59000,2,Rent,4800,Personal,9.88,667
23,male,Bachelor,59000,0,Rent,4800,Debt Settlement,10.36,668
23,female,Associate,60000,1,Rent,4800,Medical,11.36,650
23,female,Master,50000,0,Mortgage,10000,Medical,7.14,667
23,female,High School,50000,0,Mortgage,16000,Education,11.01,678
25,male,Master,61000,5,Rent,4800,Education,15.96,644
24,female,Associate,50000,1,Mortgage,6000,Education,12.92,667
25,male,Master,61000,4,Rent,4800,Venture,10.99,668
22,male,High School,50000,0,Mortgage,13750,Education,10.83,563
23,male,High School,50000,2,Own,12200,Medical,11.36,655
22,male,High School,43000,0,Mortgage,3600,Debt Settlement,15.7,663
23,female,Associate,43000,0,Mortgage,4000,Medical,11.01,608
23,male,Associate,61000,4,Rent,4800,Education,10.37,654
22,female,Bachelor,61000,0,Rent,4800,Medical,12.68,663
26,female,Master,61000,4,Rent,4800,Venture,11.01,655
24,male,Bachelor,61000,0,Rent,4800,Venture,13.22,547
26,male,Bachelor,63000,1,Rent,4800,Education,9.99,672
23,female,Bachelor,63000,1,Rent,4800,Education,9.88,571
24,female,Associate,67000,0,Rent,4800,Personal,6.92,649
21,male,Bachelor,67000,0,Rent,4800,Education,11.12,694
25,male,High School,60000,4,Rent,4800,Medical,14.96,665
23,male,Associate,50000,0,Mortgage,6000,Education,6.03,606
25,male,Master,67000,2,Rent,4800,Medical,7.9,617
22,male,Bachelor,50000,1,Mortgage,12000,Education,6.03,692
23,male,High School,69000,0,Rent,4800,Personal,10.38,662
21,male,Bachelor,50000,0,Mortgage,7000,Debt Settlement,6.03,563
26,male,Bachelor,63000,3,Rent,4800,Medical,17.99,637
26,male,Master,50000,5,Mortgage,8000,Personal,6.03,684
26,male,Bachelor,65000,3,Rent,4800,Personal,15.62,561
26,female,Master,73000,5,Rent,4800,Home Renovate,7.9,704
24,female,Bachelor,73000,3,Rent,4800,Home Renovate,6.54,504
22,female,Master,50000,0,Mortgage,6400,Venture,9.99,641
24,female,Associate,75000,3,Rent,4800,Personal,7.14,684
26,female,Associate,50000,6,Own,9000,Home Renovate,11.01,542
